query,match,e-value,percent,coverage,bitscore,kingdom,phylum,class,order,family,genus,species
OTU_1866,LC143823|SH1231841.08FU,6.30e-35,80.827,266,150,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1865,KF297258|SH1142360.08FU,2.49e-100,93.574,249,367,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1864,KJ130026|SH1644454.08FU,2.52e-122,97.571,247,440,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
OTU_1863,JQ388937|SH1648774.08FU,3.18e-103,99.510,204,377,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_1862,MW028022|SH1647418.08FU,4.90e-21,100.000,54,104,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tarzetta,Tarzetta_sp
OTU_1861,JQ989295|SH1529241.08FU,1.51e-72,88.627,255,275,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Stilbella,Stilbella_sp
OTU_1860,MT157249|SH1551803.08FU,9.64e-133,100.000,247,475,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris
OTU_186,MH268015|SH2594039.08FU,1.72e-90,91.498,247,335,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Oxydothis,Oxydothis_sp
OTU_1859,MN864270|SH1516144.08FU,3.13e-81,88.889,252,304,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_sp
OTU_1858,FR716678|SH1514522.08FU,4.41e-47,83.817,241,191,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Scleroramularia,Scleroramularia_asiminae
OTU_1857,KU144599|SH1222440.08FU,5.14e-98,93.725,255,360,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1856,MK412381|SH1552093.08FU,8.15e-60,85.957,235,233,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_juniana
OTU_1855,MK752668|SH1616869.08FU,1.90e-53,99.115,113,212,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum_mycotoxinivorans
OTU_1854,MT459233|SH1240058.08FU,1.53e-94,99.457,184,348,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_eumusae
OTU_1853,MH578522|SH1245808.08FU,1.29e-21,100.000,55,106,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Sarcosoma,Sarcosoma_sp
OTU_1852,GU566299|SH1594516.08FU,1.67e-46,82.707,266,189,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_sp
OTU_1850,AB986432|SH1184801.08FU,1.30e-32,93.333,105,142,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_185,DQ421225|SH1524842.08FU,1.74e-112,95.600,250,408,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_1849,MH063121|SH1551604.08FU,9.37e-89,91.270,252,329,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideales_fam_Incertae_sedis,Hortaea,Hortaea_werneckii
OTU_1848,AB520466|SH1149335.08FU,1.06e-84,93.519,216,316,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_sp
OTU_1847,MK673812|SH1551168.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus_sp
OTU_1846,MK212379|SH2593408.08FU,2.40e-45,83.395,271,185,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1845,KU580092|SH1142986.08FU,3.11e-70,86.486,259,267,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1844,KX017214|SH1639462.08FU,1.56e-127,98.400,250,458,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma_sp
OTU_1843,MK640423|SH1563720.08FU,1.50e-61,86.957,253,239,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Amphisphaeria,Amphisphaeria_sp
OTU_1842,GQ303276|SH1178354.08FU,4.38e-36,92.000,125,154,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Foliocryphia,Foliocryphia_eucalypti
OTU_1841,MH712264|SH1542060.08FU,4.90e-21,98.246,57,104,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Campylocarpon,Campylocarpon_fasciculare
OTU_1840,EU009962|SH1176692.08FU,6.47e-79,90.438,251,296,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_184,KR016148|SH1189584.08FU,5.18e-109,100.000,206,396,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1839,KU535648|SH1555543.08FU,5.71e-72,90.351,228,273,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Perenniporia,Perenniporia_martia
OTU_1838,JQ760354|SH1229737.08FU,8.21e-71,90.698,215,269,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Anthostomella_sp
OTU_1837,GU054163|SH1557135.08FU,2.49e-100,94.902,255,367,Fungi,Basidiomycota,Agaricomycetes,Polyporales,unidentified,unidentified,Polyporales_sp
OTU_1836,GU322450|SH1541275.08FU,8.44e-115,97.436,234,415,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_frustulosa
OTU_1835,MF976774|SH1142997.08FU,2.47e-89,92.063,252,331,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp
OTU_1834,MN562121|SH3565291.08FU,2.74e-63,86.585,246,244,Fungi,Ascomycota,Sordariomycetes,Xylariales,Anungitiomycetaceae,Nothoramichloridium,Nothoramichloridium_perseae
OTU_1833,MW081291|SH1573213.08FU,1.38e-120,99.563,229,435,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_sp
OTU_1832,MT000451|SH3566943.08FU,1.66e-35,88.806,134,152,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1831,AM922203|SH1242079.08FU,1.03e-40,84.186,215,169,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1830,KY250362|SH1510911.08FU,4.41e-47,96.396,111,191,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Annulohypoxylon,Annulohypoxylon_sp
OTU_183,JX436786|SH1548080.08FU,1.76e-123,99.573,234,444,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_sp
OTU_1829,FJ799944|SH1576416.08FU,1.46e-28,80.709,254,129,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1828,KF234421|SH1149208.08FU,4.47e-69,87.843,255,264,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_fendleri
OTU_1827,MF796238|SH1561376.08FU,1.38e-120,98.008,251,435,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,Roussoella_sp
OTU_1826,MF770858|SH1541262.08FU,7.45e-108,95.200,250,392,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_anisopleura
OTU_1825,EU517058|SH1244127.08FU,1.87e-31,100.000,72,139,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Derxomyces,Derxomyces_linzhiensis
OTU_1824,LM644516|SH1549548.08FU,7.50e-119,100.000,223,429,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis_mirabilis
OTU_1823,KY607537|SH1513369.08FU,3.11e-70,87.200,250,267,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Lasionectria,Lasionectria_antillana
OTU_1822,LR590138|SH1644389.08FU,1.94e-86,91.304,253,321,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens
OTU_1821,UDB0754298|SH1611548.08FU,1.47e-39,86.713,143,166,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Microsebacina,Microsebacina_fugacissima
OTU_1820,HQ533013|SH1145854.08FU,9.37e-89,91.270,252,329,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Mucronella,Mucronella_sp
OTU_182,MF770840|SH2709179.08FU,1.29e-21,100.000,55,106,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria_pavimentosa
OTU_1819,KR476731|SH1214601.08FU,2.74e-63,90.566,212,244,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Strelitziana,Strelitziana_malaysiana
OTU_1818,AB239346|SH1155095.08FU,6.61e-112,95.200,250,406,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta_gracilis
OTU_1817,MF976069|SH1155837.08FU,4.09e-117,96.000,250,423,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Calycina,Calycina_sp
OTU_1816,UDB0778820|SH3569628.08FU,4.93e-32,90.517,116,141,Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcaceae,Sclerococcum,Sclerococcum_homoclinellum
OTU_1815,KT334732|SH1564261.08FU,3.41e-22,95.385,65,108,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_1814,MH267966|SH1523106.08FU,9.57e-122,99.145,234,439,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha_sp
OTU_1813,KX287298|SH1562136.08FU,6.38e-57,85.098,255,223,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Parapenidiella,Parapenidiella_tasmaniensis
OTU_1811,MH860060|SH1573904.08FU,8.09e-49,93.525,139,196,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthales_fam_Incertae_sedis,Tubakia,Tubakia_castanopsidis
OTU_1810,MK442633|SH1546298.08FU,2.18e-82,89.024,246,308,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Zygosporium,Zygosporium_pseudogibbum
OTU_181,EU479948|SH1505876.08FU,8.50e-126,99.580,238,452,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_1809,KU747925|SH1142285.08FU,8.32e-93,96.569,204,342,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1808,HQ316561|SH1546287.08FU,8.04e-38,96.000,100,160,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1807,MT000451|SH3566943.08FU,1.53e-94,91.566,249,348,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1806,KF227874|SH1150794.08FU,2.39e-34,90.244,123,148,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Pezizomycotina
OTU_1805,MT126483|SH1515073.08FU,2.82e-107,94.841,252,390,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium_iranianum
OTU_1804,MN537585|SH3689217.08FU,3.94e-62,86.937,222,241,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales_sp
OTU_1803,LR025178|SH2706973.08FU,1.35e-87,92.742,248,325,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,Conioscypha_pleiomorpha
OTU_1802,KU204581|SH1237398.08FU,3.20e-114,97.154,246,414,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_pauciseptata
OTU_1801,MN161921|SH1507380.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_eucalyptorum
OTU_1800,JN831360|SH1546805.08FU,7.09e-31,79.468,263,137,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_fam_Incertae_sedis,Phialotubus,Phialotubus_microsporus
OTU_180,KR092791|SH1566840.08FU,1.47e-39,95.918,98,166,Fungi,Ascomycota,Sordariomycetes,Xylariales,Pseudomassariaceae,Pseudapiospora,Pseudapiospora_corni
OTU_18,MF661965|SH1552278.08FU,6.71e-134,100.000,249,479,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium,Ramichloridium_apiculatum
OTU_1799,MG707484|SH3565537.08FU,1.03e-40,92.800,125,169,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1798,MF381027|SH1564836.08FU,6.61e-112,99.543,219,406,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Nigrofomes,Nigrofomes_melanoporus
OTU_1797,HM162279|SH1578222.08FU,8.50e-126,98.000,250,452,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1796,KF493920|SH1610157.08FU,2.10e-27,95.946,74,125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp
OTU_1795,KX822548|SH1570745.08FU,1.94e-86,91.129,248,321,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_1794,MN562130|SH3565284.08FU,6.43e-68,85.950,242,260,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Clypeosphaeria,Clypeosphaeria_oleae
OTU_1793,MF621968|SH1561396.08FU,7.50e-119,96.400,250,429,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_sp
OTU_1792,MT310608|SH1556716.08FU,2.51e-111,96.000,250,404,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Pseudolophiostoma,Pseudolophiostoma_sp
OTU_1791,LT547793|SH1156853.08FU,9.24e-67,89.401,217,256,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,unidentified,Didymosphaeriaceae_sp
OTU_1790,GQ999490|SH1516437.08FU,1.56e-127,98.400,250,458,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_179,KT972127|SH1540603.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_melonis
OTU_1789,MH578522|SH1245808.08FU,1.29e-21,100.000,55,106,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Sarcosoma,Sarcosoma_sp
OTU_1788,KT003523|SH1517057.08FU,1.98e-119,96.838,253,431,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete,Rhizochaete_sp
OTU_1787,KT833148|SH1521406.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiellopsis,Penidiellopsis_sp
OTU_1786,MN794378|SH3593325.08FU,2.16e-71,87.795,254,271,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Kramasamuha,Kramasamuha_sp
OTU_1785,MW063150|SH3595233.08FU,7.45e-108,94.758,248,392,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,Acrocalymma_sp
OTU_1784,KX516188|SH1560734.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,Herpotrichiellaceae_sp
OTU_1783,KT006321|SH1592010.08FU,1.91e-64,87.698,252,248,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_sp
OTU_1782,MH599089|SH1518249.08FU,8.99e-23,100.000,57,110,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus_setulosocroceus
OTU_1781,MT939277|SH1506498.08FU,4.90e-21,100.000,54,104,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Scytinopogon,Scytinopogon_sp
OTU_1780,HQ832814|SH1509416.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma_hubeiensis
OTU_178,GU054151|SH1555632.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Polyporales,unidentified,unidentified,Polyporales_sp
OTU_1778,KU663313|SH1566925.08FU,4.06e-106,95.397,239,387,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia_sp
OTU_1777,MT957548|SH1549903.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_unguis
OTU_1776,KY105768|SH1539902.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Triodiomyces,Triodiomyces_crassus
OTU_1775,UDB024104|SH1509065.08FU,1.16e-36,86.301,146,156,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp
OTU_1774,KY101786|SH1613483.08FU,6.61e-112,96.800,250,406,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Buckleyzymaceae,Buckleyzyma,Buckleyzyma_phyllomatis
OTU_1772,KU580747|SH1168839.08FU,4.93e-32,96.552,87,141,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1771,KY103846|SH1523569.08FU,1.49e-50,99.074,108,202,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella_barringtoniae
OTU_1770,KX096659|SH1515379.08FU,1.32e-54,85.375,253,216,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_177,KY977547|SH1520252.08FU,1.16e-47,83.794,253,192,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,unidentified,Chaetosphaeriaceae_sp
OTU_1769,KF281384|SH1643606.08FU,2.84e-118,96.813,251,427,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_candolleana
OTU_1768,JX109851|SH1556858.08FU,1.08e-117,96.371,248,425,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Podoscypha,Podoscypha_venustula
OTU_1767,MG897412|SH1182437.08FU,7.45e-108,100.000,204,392,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsis,Escovopsis_sp
OTU_1766,JF519200|SH1515544.08FU,2.78e-85,90.000,250,317,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Pezizomycotina
OTU_1765,MF976690|SH1186197.08FU,2.73e-52,84.400,250,208,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1764,AB524026|SH1541152.08FU,2.24e-126,98.387,248,454,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1763,KJ620971|SH1615599.08FU,1.30e-32,96.386,83,142,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sp
OTU_1762,KU509980|SH1174089.08FU,4.47e-69,86.853,251,264,Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Strigula,Strigula_macrocarpa
OTU_1761,KP691951|SH1569938.08FU,9.37e-89,92.672,232,329,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera_vrieseae
OTU_1760,HQ533018|SH1206461.08FU,9.11e-45,84.524,252,183,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Hymenochaete_sp
OTU_176,UDB0694376|SH2722088.08FU,3.03e-26,98.485,66,121,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp
OTU_1759,GU122904|SH1567304.08FU,3.97e-73,87.200,250,277,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1758,MT000451|SH3566943.08FU,5.59e-39,87.500,144,164,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1757,MF075136|SH1506287.08FU,7.29e-75,90.837,251,283,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Campanella,Campanella_buettneri
OTU_1756,MT123075|SH1554361.08FU,9.64e-133,100.000,247,475,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp
OTU_1755,MG281964|SH1205261.08FU,4.97e-43,84.234,222,177,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Cyanodermella_viridula
OTU_1754,FJ613078|SH1564079.08FU,1.16e-36,81.712,257,156,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1753,KT949906|SH1184913.08FU,1.21e-113,95.200,250,412,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Lepteutypa_sambuci
OTU_1752,KY011887|SH1540610.08FU,2.24e-126,98.800,250,454,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_discoidispora
OTU_1750,KJ912899|SH1594159.08FU,5.75e-83,91.026,234,310,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_sp
OTU_175,MG832540|SH1540604.08FU,2.86e-129,99.190,247,464,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_sp
OTU_1749,MK808092|SH1655406.08FU,3.55e-88,94.323,229,327,Fungi,Ascomycota,Lecanoromycetes,Ostropales,unidentified,unidentified,Ostropales_sp
OTU_1748,KP689120|SH1182491.08FU,1.95e-97,93.254,252,358,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_1747,MF976690|SH1186197.08FU,1.15e-25,94.937,79,119,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_1746,KY984300|SH1591180.08FU,8.27e-82,89.683,252,306,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Corynespora_smithii
OTU_1745,KT328638|SH1191216.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_1744,KF617591|SH1509552.08FU,1.37e-109,95.161,248,398,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Mycosymbioces,Mycosymbioces_sp
OTU_1743,AY330996|SH1153691.08FU,3.18e-103,98.537,205,377,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Thozetella,Thozetella_acerosa
OTU_1742,KT581799|SH1505516.08FU,8.15e-60,90.155,193,233,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes_sp
OTU_1740,KF435847|SH1245441.08FU,2.23e-115,99.545,220,417,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_174,LC431576|SH1649508.08FU,3.63e-121,98.016,252,437,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_1739,KX908954|SH1613290.08FU,1.55e-116,99.550,222,421,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_1738,KP133175|SH1563671.08FU,2.13e-49,85.366,246,198,Fungi,Ascomycota,Sordariomycetes,Xylariales,Beltraniaceae,Beltraniella,Beltraniella_sp
OTU_1737,KC966091|SH1151818.08FU,1.19e-80,89.600,250,302,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_1736,KT328806|SH1648928.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Robillarda,Robillarda_sp
OTU_1735,KF144912|SH1540066.08FU,1.33e-65,84.559,272,252,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,Arthrinium_pterospermum
OTU_1734,KM246219|SH1241725.08FU,4.90e-21,100.000,54,104,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Kurtzmanomyces_sp
OTU_1733,UDB0753977|SH1572163.08FU,1.30e-32,100.000,74,142,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_sp
OTU_1732,MH625705|SH1525369.08FU,2.20e-93,93.724,239,344,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cystostereaceae,Cystidiodontia,Cystidiodontia_laminifera
OTU_1731,MF962952|SH1528210.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_sp
OTU_1730,KY061202|SH1542667.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_gibbosus
OTU_173,MW205724|SH1575243.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_oligosperma
OTU_1729,KM657881|SH1202665.08FU,3.63e-121,98.729,236,437,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_melanocapus
OTU_1728,MT000447|SH1544537.08FU,4.63e-124,97.600,250,446,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_subserialis
OTU_1727,EU882131|SH1645413.08FU,1.87e-31,94.253,87,139,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Myrtapenidiella,Myrtapenidiella_eucalypti
OTU_1726,MT529791|SH1561004.08FU,2.42e-56,92.547,161,221,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,unidentified,Stachybotryaceae_sp
